﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-398-462913,Tembisa Tertiary Hospital,Ward 21,0.71,Yebo niyangikhathalela futhi niyangisiza ngokuphawulakwam kanye okunye futhi ngithande indlela eningifkise ngayo. nathi ngikhululeke ngoba bengithuke kakhulungithi mhlambe nizothi ngimele amanye amalanga wokuthi ngihambe ngizigeze futhi ngizidlise njengabanye abantu,0.4019,Yes Niyangikhathalela Futhi Niyangisiza NgokuPhawulakwam Kanye Futhy Ngithande Indlela Eningifkise Ngayo.NATHIGHT NGOKHULULEKE NGOBA BENGHUKE KAKHULUNGETHI MHALAMBE NIGHT NEW,"ngokhululeke,eningifkise,niyangikhathalela,mhalambe,benghuke,ngithande,ngoba,indlela,ngokuphawulakwam,futhy,futhi,niyangisiza,ngayo.nathight,kakhulungethi"
IP-DPOS-2022-398-758680,Tembisa Tertiary Hospital,Ward 21,1,"everything was ohk until one patent arrive in ward 12 . we cant sleep at all so I want him to moe out
Thank you",0.5009,"everything was ohk until one patent arrive in ward 12 . we cant sleep at all so I want him to moe out
Thank you",ohk
IP-DPOS-2022-398-697004,Tembisa Tertiary Hospital,Ward 21,0.86,all there nurses are good everything when we are taking it right Thank you,0.6597,all there nurses are good everything when we are taking it right Thank you,
IP-DPOS-2022-398-174300,Tembisa Tertiary Hospital,Ward 21,0.86,Ngiyeneliseka ngumsebenzi wama nesi umsebenzi wabo uyancomeka kakhulu. Futhi bahlanzekile kodwa kukhona nalaba ababukhali abangakwazi ukukhuluma nabaguli. kumanye amanesi iyafuneka idispline iyafneka irespect kodwa ndiyeneliseka ngumsebenzi wabo abasebenzi,0,Ngijeneka natives nurse nurse seeds a young man.Futhi Bahlanzekile Kodwa Kukhona Nalaba AbabuKhawwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww.Holding the Amanei Idispline Iyafneka Irespect Kodwa is the one who is the NEWS,"bahlanzekile,irespect,man.futhi,kodwa,iyafneka,amanei,ngijeneka,kukhona,nalaba,idispline"
IP-DPOS-2022-398-047241,Tembisa Tertiary Hospital,Ward 20,1,"My son was well taken care of,alwys clean and they give us information on anything concering the hild and they call when they do not see  visitor fr the child. Thank you for lovely service good smile and communication. The word nurses derseve an award ",0.969,"My son was well taken care of,alwys clean and they give us information on anything concering the hild and they call when they do not see  visitor fr the child. Thank you for lovely service good smile and communication. The word nurses derseve an award ","communication.,child.,of,alwys,hild,derseve,concering,fr"
IP-DPOS-2022-398-392024,Tembisa Tertiary Hospital,Ward 20,1,They are doing great job and taking care for  every one in the ward and they are always helping in time and we wish that god can give them more power and spirit in doing their job and give them a strength and we gonna keep them in our prayers so that they may have more power and we wish God and ask God to keep them alive all the time as they are doing great job to God be the glory Amen and Amen,0.9879,They are doing great job and taking care for  every one in the ward and they are always helping in time and we wish that god can give them more power and spirit in doing their job and give them a strength and we gonna keep them in our prayers so that they may have more power and we wish God and ask God to keep them alive all the time as they are doing great job to God be the glory Amen and Amen,
IP-DPOS-2022-398-902753,Tembisa Tertiary Hospital,Ward 20,0.86,"I was welcomed in a warm hands, the sisters are kindly and sweet.all I can say is everything in this ward 20 s perfect. Thanks to all nurses in this ward",0.9201,"I was welcomed in a warm hands, the sisters are kindly and sweet.all I can say is everything in this ward 20 s perfect. Thanks to all nurses in this ward","sweet.all,s,perfect.,hands,"
IP-DPOS-2022-398-769135,Tembisa Tertiary Hospital,Ward 20,1,The staff of ward 20 were nice they have explain everything about the ward. and my child is in good hands keep it up,0.6908,The staff of ward 20 were nice they have explain everything about the ward. and my child is in good hands keep it up,ward.
IP-DPOS-2022-398-966926,Tembisa Tertiary Hospital,Ward 20,1,Avuxeni ward 20 vani khome kahle nanwana wamina vanwikhome kahle ninkhensa nivuyelela nwana wamina aninwikuma abasini Inkomu,0,Avuxeni Ward 20 Vani Khome Kahle Nanwana Wamina vanwikhome Kahle Ninkhensa Nivyelela Nwana Wammers Aninwuma Abasini Inkomu,"vanwikhome,ninkhensa,vani,wamina,nivyelela,wammers,abasini,nwana,kahle,inkomu,khome,nanwana,avuxeni,aninwuma"
IP-DPOS-2022-398-160493,Tembisa Tertiary Hospital,ward12,1,ward 12 I am always right if need something. so please nothing can I say thank you,0.2219,ward 12 I am always right if need something. so please nothing can I say thank you,something.
IP-DPOS-2022-398-449328,Tembisa Tertiary Hospital,ward12,1,Everthing is ouk youget help any time also medication you drink in time health care workers do the graet job always bigup for hard works. Thanks for everything that you do for us we love you,0.9118,Everthing is ouk youget help any time also medication you drink in time health care workers do the graet job always bigup for hard works. Thanks for everything that you do for us we love you,"everthing,bigup,youget,ouk,works.,graet"
IP-DPOS-2022-398-565312,Tembisa Tertiary Hospital,ward12,1,They are all good,0.4404,They are all good,
IP-DPOS-2022-398-977448,Tembisa Tertiary Hospital,ward12,1,Bathrooms are sometimes untidy,0,Bathrooms are sometimes untidy,
IP-DPOS-2022-398-546131,Tembisa Tertiary Hospital,Ward 12,0.71,"I Thembekile Cathrine Sindane ,who is very good to her nurses and i like when we pray   or praise the gospel of god during the night, cause i can't see any a strange difficulty  while  the they give you medicidice. 


The thing is that the support must be your family and your psychology. but the strange thing is that other's they wear their clothes but is not a hospital protocol thank you yours faiyhful.


The mbembembekile sinletandant no other reason's every was cool 
love!!! Thanks Thanks!!!",0.9714,"I Thembekile Cathrine Sindane ,who is very good to her nurses and i like when we pray   or praise the gospel of god during the night, cause i can't see any a strange difficulty  while  the they give you medicidice. 


The thing is that the support must be your family and your psychology. but the strange thing is that other's they wear their clothes but is not a hospital protocol thank you yours faiyhful.


The mbembembekile sinletandant no other reason's every was cool 
love!!! Thanks Thanks!!!","sinletandant,night,,cathrine,mbembembekile,medicidice.,,who,psychology.,sindane,thanks!!!,love!!!,thembekile,faiyhful."
IP-DPOS-2022-398-451249,Tembisa Tertiary Hospital,Ward 12,1,Yebo basiphethe kahle anginankinga mina just njeh ngibonga impatho yenu nonke,0,Yebo basiphethe kahle aninankinga mine just njeh ngibonga impatho yenu nonke,"yebo,yenu,njeh,aninankinga,ngibonga,kahle,impatho,nonke,basiphethe"
IP-DPOS-2022-398-456982,Tembisa Tertiary Hospital,Ward 12,0.86,Im very happy with everything their work,0.6115,Im very happy with everything their work,
IP-DPOS-2022-398-843550,Tembisa Tertiary Hospital,Ward 12,1,Ward 12 nurses are really good and they kno hw to take care with patients. They make sure that we are feeling much better each and every hour . i am so happy with with our nurses . I love how they welcome you when it's your first tim of admision and how  they  introduces themselves to us . I am so happy with also the doctors becouse of their patient and how they explain about the medication.,0.9831,Ward 12 nurses are really good and they kno hw to take care with patients. They make sure that we are feeling much better each and every hour . i am so happy with with our nurses . I love how they welcome you when it's your first tim of admision and how  they  introduces themselves to us . I am so happy with also the doctors becouse of their patient and how they explain about the medication.,"patients.,medication.,hw,becouse,admision"
IP-DPOS-2022-398-299425,Tembisa Tertiary Hospital,Ward 12,1,Okwamanje anginawo ngoba yonke into ihamba ngendlela eyiyo.,0,Okwamanje Anginawo Ngoba Yonke Into Ihamba Ngendlela Eyiyo.,"anginawo,eyiyo.,ngoba,okwamanje,ngendlela,ihamba,yonke"
IP-DPOS-2022-398-463721,Tembisa Tertiary Hospital,Ward 12,1,Siyabonga yoko into esiyifu ngi siyi thola ngonkufanele,0,Siyabonga yoko into esiyifu ngi siyi thala nagonkufanele,"ngi,esiyifu,siyi,siyabonga,nagonkufanele,thala"
IP-DPOS-2022-398-128411,Tembisa Tertiary Hospital,ward12,1,I am happy the ward 12 is clean and the toilets are clean,0.8442,I am happy the ward 12 is clean and the toilets are clean,
IP-DPOS-2022-398-668743,Tembisa Tertiary Hospital,Ward 12,1,"Been in the hospital mfor a week at thebembisa it it was good the from them it was perfect . 

well done Basebetsi well done",0.8689,"Been in the hospital mfor a week at thebembisa it it was good the from them it was perfect . 

well done Basebetsi well done","basebetsi,thebembisa,mfor"
IP-DPOS-2022-398-149629,Tembisa Tertiary Hospital,Ward 12,0.57,"The staff are serving cenodern a lot of stress, ths cause a misunderstanding or a little bite conflice or confussion between the patients and the nurses or Doctors 
However because they are mayured those conflicts does not be pemonently they do few more suppot. sulficiently and does not hold grudges to the patience . Medication is served sufficietes but not been explained. Doctors does not explained the progress unless you request them to do so",-0.7648,"The staff are serving cenodern a lot of stress, ths cause a misunderstanding or a little bite conflice or confussion between the patients and the nurses or Doctors 
However because they are mayured those conflicts does not be pemonently they do few more suppot. sulficiently and does not hold grudges to the patience . Medication is served sufficietes but not been explained. Doctors does not explained the progress unless you request them to do so","sulficiently,mayured,pemonently,explained.,ths,suppot.,cenodern,sufficietes,stress,,conflice,confussion"
IP-DPOS-2022-398-017765,Tembisa Tertiary Hospital,Ward 19,1,"I've been well taken care of , they've helpful with medication and food",0.7964,"I've been well taken care of , they've helpful with medication and food",
IP-DPOS-2022-398-008112,Tembisa Tertiary Hospital,ward12,1,Everything in this Hspital is perfect and they treat us in a right way so I don't have any further complain about the hospital and nurses ( keep it up plz),0.5994,Everything in this Hspital is perfect and they treat us in a right way so I don't have any further complain about the hospital and nurses ( keep it up plz),"plz),hspital"
IP-DPOS-2022-398-343989,Tembisa Tertiary Hospital,ward12,1,I am happy for everything Thank,0.7351,I am happy for everything Thank,
IP-DPOS-2022-321-211730,Rahima Moosa Regional Hospital,POPD,0.71,The service are okay they treat us that the way the hospital do.,0.5574,The service are okay they treat us that the way the hospital do.,do.
IP-DPOS-2022-321-294686,Rahima Moosa Regional Hospital,POPD,1,The only issue is the waiting time for ten files .,0,The only issue is the waiting time for ten files .,
IP-DPOS-2022-321-078778,Rahima Moosa Regional Hospital,POPD,1,"I do not have access to my daughter medical records, which is a problem because I need her records.",-0.4019,"I do not have access to my daughter medical records, which is a problem because I need her records.","records.,records,"
IP-DPOS-2022-321-659172,Rahima Moosa Regional Hospital,POPD,1,Vha fhara vhathu zwavhudi vha kona u vhudza mubebi progress ya nwana.,0.4215,Framework Vhathu Zwavitu Vha Kona Uhudza Mubebi Progress of Nwana.,"vhathu,kona,nwana.,mubebi,zwavitu,uhudza,vha"
IP-DPOS-2022-321-284614,Rahima Moosa Regional Hospital,POPD,0.86,The treatment I recieved is good from the nurses and doctors but waiting time is unbreakable.,0.2382,The treatment I recieved is good from the nurses and doctors but waiting time is unbreakable.,"recieved,unbreakable."
IP-DPOS-2022-321-981138,Rahima Moosa Regional Hospital,POPD,1,The only problem is the waiting time for the file.,-0.4019,The only problem is the waiting time for the file.,file.
IP-DPOS-2022-321-662419,Rahima Moosa Regional Hospital,POPD,1,"From the day I visited this hospital in 2009 when I was giving birth to my first baby, the staff was very good, caring and loving. And roday is 2022 still the staff is so friendly. I have never experienced such in any hospital, we always feel welcomed and take care of. Keep up the good work. The health of people matters to you.",0.9776,"From the day I visited this hospital in 2009 when I was giving birth to my first baby, the staff was very good, caring and loving. And roday is 2022 still the staff is so friendly. I have never experienced such in any hospital, we always feel welcomed and take care of. Keep up the good work. The health of people matters to you.","good,,roday,baby,,of.,work.,hospital,,loving.,you.,friendly."
IP-DPOS-2022-321-316212,Rahima Moosa Regional Hospital,POPD,1,"Vhathu vha hone vhafara vhathu zwavhudi, vhakona u kondelela vha lwadze na u kona u totatshedza nga ha vhulwadze na u recover ha vhulwadze ha muthu.
Kha vha ise phanda mudzimu a vha tonde.",0.7351,"Vhath Vha Hone Vharada Vhathu Zzhudi, Vhakona Undelela Vha Lwadze and Kona U Totatshedza Nga Ha Vhulwadze and Recover Ha Vhulwadze Ha Muthu.
Kha vha is a phanda mudbas a vha tonde.","lwadze,muthu.,tonde.,mudbas,vharada,zzhudi,,vhathu,vhakona,kha,kona,phanda,undelela,nga,vhath,vha,vhulwadze,totatshedza"
IP-DPOS-2022-321-882421,Rahima Moosa Regional Hospital,POPD,0.57,"Maternity ward needs great improvement. Thr nurses seem irriteted when you ask information. They have same attitude, docors all round are very helpful and have a great attitude. Toilet s in maternity ward are dirty and need reparing. Post natal ward 8 nurses are ruthless, you are not allowed to sit or sleep on the bed during the day even after giving birth . Motherr and babies are sitted in the center of the post natal room while the beds are ust made and kept",0.9299,"Maternity ward needs great improvement. Thr nurses seem irriteted when you ask information. They have same attitude, docors all round are very helpful and have a great attitude. Toilet s in maternity ward are dirty and need reparing. Post natal ward 8 nurses are ruthless, you are not allowed to sit or sleep on the bed during the day even after giving birth . Motherr and babies are sitted in the center of the post natal room while the beds are ust made and kept","attitude.,ruthless,,improvement.,docors,s,attitude,,irriteted,thr,reparing.,motherr,information."
IP-DPOS-2022-321-960267,Rahima Moosa Regional Hospital,POPD,1,I have been coming here for many years and staff have always been kind and helpful. It's always pleasent time and greatful for their service.,0.7351,I have been coming here for many years and staff have always been kind and helpful. It's always pleasent time and greatful for their service.,"service.,greatful,pleasent,helpful."
IP-DPOS-2022-321-623428,Rahima Moosa Regional Hospital,POPD,1,Hospital is very clean. Staff welcoming and freindly. Im very happy with the service no complain. ,0.7543,Hospital is very clean. Staff welcoming and freindly. Im very happy with the service no complain. ,"freindly.,clean.,complain."
IP-DPOS-2022-321-075185,Rahima Moosa Regional Hospital,POPD,1,The only promblem is the waiting time for file.,0,The only promblem is the waiting time for file.,"file.,promblem"
IP-DPOS-2022-321-933676,Rahima Moosa Regional Hospital,POPD,1,To me their fine because their always smiling and helping so nice . I have no complain . ,0.6861,To me their fine because their always smiling and helping so nice . I have no complain . ,
IP-DPOS-2022-321-817869,Rahima Moosa Regional Hospital,POPD,1,The only time i have is the waiting time for the file.,0,The only time i have is the waiting time for the file.,file.
IP-DPOS-2022-321-518289,Rahima Moosa Regional Hospital,Plastics ,1,Happy just got frustrated when the doctor could not pitch up and nurse were not informed in advance.,0.0772,Happy just got frustrated when the doctor could not pitch up and nurse were not informed in advance.,advance.
IP-DPOS-2022-321-017422,Rahima Moosa Regional Hospital,7,1,Nursing staff good . Security staff good . Toilets clean ,0.872,Nursing staff good . Security staff good . Toilets clean ,
IP-DPOS-2022-321-931108,Rahima Moosa Regional Hospital,POPD,0.71,The toilets is very disgusting its not flushing even the taps are not working to wash your hands. I would appreciate if it can be more hygynic as its effective .,0.2748,The toilets is very disgusting its not flushing even the taps are not working to wash your hands. I would appreciate if it can be more hygynic as its effective .,"hands.,hygynic"
IP-DPOS-2022-321-187164,Rahima Moosa Regional Hospital,POPD,0.86,The staff is good . I am satisfied with their services . The only promblem i had is with the toilets thats all otherwise everything is fire thanks. ,0.7351,The staff is good . I am satisfied with their services . The only promblem i had is with the toilets thats all otherwise everything is fire thanks. ,"promblem,thanks."
IP-DPOS-2022-321-894765,Rahima Moosa Regional Hospital,POPD,0.86,The process of waiting for our files we were waiting since 06:30am and only received it by 8am. Only one toilet working taps are not working in the toilet . But the service is good no promblem with the nurse or doctors . ,0.2617,The process of waiting for our files we were waiting since 06:30am and only received it by 8am. Only one toilet working taps are not working in the toilet . But the service is good no promblem with the nurse or doctors . ,"8am.,promblem,06:30am"
IP-DPOS-2022-398-109757,Tembisa Tertiary Hospital,Waed 12,1,"Everything okay 
I dont see anything wrong",0.5352,"Everything okay 
I dont see anything wrong",
IP-DPOS-2022-398-403221,Tembisa Tertiary Hospital,Ward 20 ,1,They all friendly,0.4939,They all friendly,
IP-DPOS-2022-398-528589,Tembisa Tertiary Hospital,Ward 20 ,1,"All staff members are friendly and helpful they don't show any attitude when calling for help,the only improvement i can say is to insert bells to call for help",0.8934,"All staff members are friendly and helpful they don't show any attitude when calling for help,the only improvement i can say is to insert bells to call for help","help,the"
IP-DPOS-2022-398-289710,Tembisa Tertiary Hospital,Ward 20 ,1,"All staff member are good, communicate with me and giving us upate with our progress nurses and doctors, improvement i can say is to insert bells for calling for help",0.9153,"All staff member are good, communicate with me and giving us upate with our progress nurses and doctors, improvement i can say is to insert bells for calling for help","upate,good,,doctors,"
IP-DPOS-2022-321-857399,Rahima Moosa Regional Hospital,POPD,1,The place is clean . They have good service .  Even in labour ward the have good service . ,0.8176,The place is clean . They have good service .  Even in labour ward the have good service . ,
IP-DPOS-2022-398-969874,Tembisa Tertiary Hospital,Ward 20 ,1,I cant complain at all they welcome me with a good heat they are so kind i really enjoy to be with them may they on treating paciant as they did to me may god bless them more . I really love all of them too much,0.9771,I cant complain at all they welcome me with a good heat they are so kind i really enjoy to be with them may they on treating paciant as they did to me may god bless them more . I really love all of them too much,paciant
IP-DPOS-2022-321-165061,Rahima Moosa Regional Hospital,POPD,0.86,The toilet at the emergency area is very dirty and unhealthy for us to using it and its really need to be cheaked cause we use it and its a hospital after all. ,-0.8576,The toilet at the emergency area is very dirty and unhealthy for us to using it and its really need to be cheaked cause we use it and its a hospital after all. ,"all.,cheaked"
IP-DPOS-2022-398-366386,Tembisa Tertiary Hospital,Ward 20 ,1,"I think he need fair or equal number of health workers during the night , because of night they reduced so they need they  to cater to all patients in a short space of time and their work load becomes more.",0.3818,"I think he need fair or equal number of health workers during the night , because of night they reduced so they need they  to cater to all patients in a short space of time and their work load becomes more.",more.
IP-DPOS-2022-398-325900,Tembisa Tertiary Hospital,Ward 20 ,1,They all friendly,0.4939,They all friendly,
IP-DPOS-2022-321-324365,Rahima Moosa Regional Hospital,POPD,1,Keep up the good work time .,0.4404,Keep up the good work time .,
IP-DPOS-2022-321-727201,Rahima Moosa Regional Hospital,POPD,1,The nurses are freindly and waiting and waiting for a doctor it wasn't for long . Thank you for the good service . keep it up,0.1999,The nurses are freindly and waiting and waiting for a doctor it wasn't for long . Thank you for the good service . keep it up,freindly
IP-DPOS-2022-321-860196,Rahima Moosa Regional Hospital,POPD,0.57,The nurses if they could change attitude and respect patients. The doctors are good they explain evrything . The people from the gate are rude . ,0.4588,The nurses if they could change attitude and respect patients. The doctors are good they explain evrything . The people from the gate are rude . ,"patients.,evrything"
IP-DPOS-2022-367-960149,Sizwe Tropical Disease Hospital,General Ward,1,"As a patint the nurses take very good care and they suport toward me is great well treated by these nurses so much love given and good care.

please note we have two of us in Sizwe aditted as 15 minuts is our visiting hour time. I request if the security guards be easy on us as they were told two people is admmited at Sizwe but still times my family member from the time they pass the gate reaches the ward this is not fair.",0.9283,"As a patint the nurses take very good care and they suport toward me is great well treated by these nurses so much love given and good care.

please note we have two of us in Sizwe aditted as 15 minuts is our visiting hour time. I request if the security guards be easy on us as they were told two people is admmited at Sizwe but still times my family member from the time they pass the gate reaches the ward this is not fair.","time.,admmited,aditted,fair.,care.,patint,suport,sizwe,minuts"
IP-DPOS-2022-367-180770,Sizwe Tropical Disease Hospital,General Ward,1,I have no cpmplaint everything i ok for myself thanks for everything.,0.4404,I have no cpmplaint everything i ok for myself thanks for everything.,"cpmplaint,everything."
IP-DPOS-2022-367-007623,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Keep up the good work staff members.,0.4404,Keep up the good work staff members.,members.
IP-DPOS-2022-367-820829,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Well done nurses and cleaners,0.2732,Well done nurses and cleaners,
IP-DPOS-2022-367-475417,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Great services saff treat me with good care keep up the goo work.,0.9169,Great services saff treat me with good care keep up the goo work.,"work.,saff"
IP-DPOS-2022-400-719807,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,The Nurses are giving me good service.,0.6486,The Nurses are giving me good service.,service.
IP-DPOS-2022-400-623564,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,I am getting excellent assistance from the nurses and doctors but they all take time to assist and the doctors they com e late or not come at all.,0.3291,I am getting excellent assistance from the nurses and doctors but they all take time to assist and the doctors they com e late or not come at all.,all.
IP-DPOS-2022-367-709459,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Excellent patien catre thanks to all staff workers.,0.765,Excellent patien catre thanks to all staff workers.,"patien,catre,workers."
IP-DPOS-2022-400-900724,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,Yes I get help when I need it.,0.6597,Yes I get help when I need it.,it.
IP-DPOS-2022-367-776729,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Ke a leboga my nurses and doctors.,0,Ke a leboga my nurses and doctors.,"leboga,doctors."
IP-DPOS-2022-367-845083,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Keya leboga tshwaro ya lena ma nurse le di dokotela le di cleaner le batho ba bare fago dijo tshwao ya bona.,0.1779,Keya Le do Tshwaro ya Nursa did not Nursa Le Di Cleaner Le Batho Tsho Tsho.,"tshwaro,tsho.,tsho,batho,nursa,keya"
IP-DPOS-2022-400-466964,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,I enjoyed my stay at this hospital because of the friendliness of staff members. They explained to me everytime they visited me on my bed side. ,0.743,I enjoyed my stay at this hospital because of the friendliness of staff members. They explained to me everytime they visited me on my bed side. ,"everytime,members.,side."
IP-DPOS-2022-400-278309,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),0.86,Yes the nurses take care of me and I have no problem with them. ,0.25,Yes the nurses take care of me and I have no problem with them. ,them.
IP-DPOS-2022-400-292780,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,Everything is very good. I don't have any complaint. Thanks,0.7894,Everything is very good. I don't have any complaint. Thanks,"good.,complaint."
IP-DPOS-2022-400-288962,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,Since I was here the service is good. ,0.4404,Since I was here the service is good. ,good.
IP-DPOS-2022-321-672382,Rahima Moosa Regional Hospital,3,1,Im very happy because of doctor they treat me very very well. They are good to me and am happy cause my baby he is so much well. ,0.9579,Im very happy because of doctor they treat me very very well. They are good to me and am happy cause my baby he is so much well. ,well.
IP-DPOS-2022-321-535236,Rahima Moosa Regional Hospital,3,0.86,"The doctors and all nurses were very friendly, explain every little things in details (Very well) . Happy and satisfied with the traetment . Lots of  appriciated to Rahima Moosa and its staff. 
Thanks a lot.",0.9168,"The doctors and all nurses were very friendly, explain every little things in details (Very well) . Happy and satisfied with the traetment . Lots of  appriciated to Rahima Moosa and its staff. 
Thanks a lot.","appriciated,rahima,staff.,lot.,traetment,(very,well),friendly,,moosa"
IP-DPOS-2022-400-633754,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,Keep up the good work.,0.4404,Keep up the good work.,work.
IP-DPOS-2022-400-866759,Thelle Mogoerane Regional Hospital,Ward 16 (Stepdown),1,I am happy.,0.5719,I am happy.,happy.
IP-DPOS-2022-321-833939,Rahima Moosa Regional Hospital,3,1,"Thank you ward 3 staff night and day for taking such good care of me and my baby and thanks for the respect all you guys have shown and all the love you guys. 
God bless all of you.",0.9709,"Thank you ward 3 staff night and day for taking such good care of me and my baby and thanks for the respect all you guys have shown and all the love you guys. 
God bless all of you.","you.,guys."
IP-DPOS-2022-321-040707,Rahima Moosa Regional Hospital,3,1,"I am very happy with the service i have received at the hospital with my son . The doctors and nurses was very kind and helpful they are always on standby. Ward 3 is so far the the best ward in the hospital. The day staff at ward 3 is very kind friendly and helpful towards their patient since i have arrived they were there. I am greatful for everyone who helped.
Thank you",0.9812,"I am very happy with the service i have received at the hospital with my son . The doctors and nurses was very kind and helpful they are always on standby. Ward 3 is so far the the best ward in the hospital. The day staff at ward 3 is very kind friendly and helpful towards their patient since i have arrived they were there. I am greatful for everyone who helped.
Thank you","there.,hospital.,standby.,greatful,helped."
IP-DPOS-2022-321-615879,Rahima Moosa Regional Hospital,5,1,Thank you for a safe outstanding delivery.,0.8555,Thank you for a safe outstanding delivery.,delivery.
IP-DPOS-2022-321-317357,Rahima Moosa Regional Hospital,5,1,The bed sheet were clean same goes for the ward. The staff was kind and gentle.,0.8402,The bed sheet were clean same goes for the ward. The staff was kind and gentle.,"ward.,gentle."
IP-DPOS-2022-367-090613,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Keep well good work to all staff from ward 16,0.6124,Keep well good work to all staff from ward 16,
IP-DPOS-2022-367-342540,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Thank you to all the night workers truth be told you guys have really taken care of us ward 16 patients thank you.,0.8683,Thank you to all the night workers truth be told you guys have really taken care of us ward 16 patients thank you.,you.
IP-DPOS-2022-367-322079,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Brilient work,0.5859,Brilliant Work,
IP-DPOS-2022-367-349181,Sizwe Tropical Disease Hospital,Isolation ward 16,1,Ke leboga mme motsadi waka Sr Mailela le babereki bare thloometi sentle dijo diminate dankie.,0,To Leboga MME MOTSADI WAKA SR MAILELA LE BABEREKI BARE THLOOMETI SENTLE DIJO DIKINATE DANKIE.,"sentle,thloometi,dankie.,babereki,sr,dikinate,mailela,motsadi,leboga"
IP-DPOS-2022-400-980946,Thelle Mogoerane Regional Hospital,Ward 1,1,They were good doctors and nurses.,0.4404,They were good doctors and nurses.,nurses.
IP-DPOS-2022-400-169926,Thelle Mogoerane Regional Hospital,Ward 1,1,Everything is perfect.,0.5719,Everything is perfect.,perfect.
IP-DPOS-2022-321-761615,Rahima Moosa Regional Hospital,5,1,Up to the days have been admitted at the hospital we were taken care of and had received the best of treatment.,0.8316,Up to the days have been admitted at the hospital we were taken care of and had received the best of treatment.,treatment.
IP-DPOS-2022-321-867945,Rahima Moosa Regional Hospital,5,1,Other care health workers they greet and introduce but others they just pass through . Food are good and nice . Covid 19 protocols are observed patience wear masks and the staff they wear masks. They teach us how to take care of ourself. All wards are clean except toilets.,0.9593,Other care health workers they greet and introduce but others they just pass through . Food are good and nice . Covid 19 protocols are observed patience wear masks and the staff they wear masks. They teach us how to take care of ourself. All wards are clean except toilets.,"masks.,ourself.,toilets.,covid"
IP-DPOS-2022-321-785235,Rahima Moosa Regional Hospital,5,1,I was happy with everything . Well done !,0.7263,I was happy with everything . Well done !,
IP-DPOS-2022-321-487320,Rahima Moosa Regional Hospital,5,1,They treat me well. I am happy with the service.,0.8176,They treat me well. I am happy with the service.,"service.,well."
IP-DPOS-2022-400-728903,Thelle Mogoerane Regional Hospital,Ward 1,1,"Keep it up!!
Good job sisters.",0.5399,"Keep it up !!
Good Job Sisters.","sisters.,!!"
IP-DPOS-2022-321-261206,Rahima Moosa Regional Hospital,5,1,Excellent Services.,0.5719,Excellent services.,services.
IP-DPOS-2022-321-546480,Rahima Moosa Regional Hospital,5,1,"The service is very good , staff member deliver their service as soon as it needed health education is also provided hence we from different background some of the things might be unknown.",0.4927,"The service is very good , staff member deliver their service as soon as it needed health education is also provided hence we from different background some of the things might be unknown.",unknown.
IP-DPOS-2022-398-481712,Tembisa Tertiary Hospital,Ward 20 ,1,They all friendly,0.4939,They all friendly,
IP-DPOS-2022-367-494347,Sizwe Tropical Disease Hospital,General Ward 10,1,Good service,0.4404,Good service,
IP-DPOS-2022-321-437507,Rahima Moosa Regional Hospital,5,0.86,The nurse who help me give birth was rude. She shout and didn't know how to treat patients . She left me alone on wet sheets full of blood this was the first time i was treated like angels at Rahima moosa . The other two was like angels and i am glad for they survice.,0.8126,The nurse who help me give birth was rude. She shout and didn't know how to treat patients . She left me alone on wet sheets full of blood this was the first time i was treated like angels at Rahima moosa . The other two was like angels and i am glad for they survice.,"rude.,survice.,moosa,rahima"
IP-DPOS-2022-398-419559,Tembisa Tertiary Hospital,Ward 20 ,1,"The inviroment is very excellent even the staff, the only thing i have noticed if you can insert the bells to call for help",0.7713,"The inviroment is very excellent even the staff, the only thing i have noticed if you can insert the bells to call for help","staff,,inviroment"
IP-DPOS-2022-367-731538,Sizwe Tropical Disease Hospital,General Ward 10,1,I am happy about the treatment I receive at Sizwe hospital.,0.5719,I am happy about the treatment I receive at Sizwe hospital.,"hospital.,sizwe"
